HTTPS,Result,Details,UpdatedURL
https://0acfb82e-a-1d6b0511-s-sites.googlegroups.com/a/happykidsschool.com.tw/mrbrunken/middleschool/news/amapassignmentthecrusades/Crusades%201-4%20map.jpg?attachauth=ANoY7cr71PXqOvEpoGkAPfUgN7PEHa0lFAXfRl9u0_P4siIDtMBELQMZoc92zm3lWATZYWcViVIxI-RyPbaWnkK_thnfUrN5XcnWQcn-eupnGVWbilQxJnyUM66-gxDdPTqagYUApG6EB7QZiy0qrBcuOIilY25WOPhwiHwq9NI6CMZzKTTTwQTyaobTuImFeGZa-t6jJvf0Xy72ShPlLmWiRJAOMxW7t7blduFbraCUVjkTRasA71kJvOe4v5j3gJmhOODdZhr1PfA2SX5ORrO7fLpZld8DfDuipR_PAsEuPGP3qzZtHe8%3D,Redirected,URL should be updated to match Redirected URL,https://0acfb82e-a-1d6b0511-s-sites.googlegroups.com/a/happykidsschool.com.tw/mrbrunken/middleschool/news/amapassignmentthecrusades/Crusades%201-4%20map.jpg?attachauth=ANoY7crmJIr-scCYR9Rxi5gq2kMnBae6Z5ZPYoKSrG1O2zDZWA7cbmJ40TJ33iqYU9Iox8pNHOQ1Lw1MEYhQF_1K9B6ZNcW2vHUi4l8f658SHmJGMirv0n7x4XhlYkGmaaSTJ54w7_t4lSM-zJhOPTLI6x69hb0TcvnSsZiU0kKpjypKbo3Fedg1JK3vHUZJsl-nISMYhlaSWx7X0Lat3kD52mSkx5xG0T7W0FOXWt77EygHsWz8tAr8gtMlcCvJR2B3QOn4ges0N4ditPzbL15TjmTqi4JuFvDERu1updM-pAYNvnn0JSY%3D&attredirects=0
https://208.95.242.4/suite/RendererServlet?ACTION=GIZMOS,Failed,Failed to establish a connection,
https://ageofex.marinersmuseum.org/index.php?type=webpage,404,"('Not Found', 'Nothing matches the given URI')",
https://an.vp.video.l.google.com/videodownload?version=0,Failed,Failed to establish a connection,
https://aneh.vp.video.l.google.com/videoplayback?id=98e18ffdafe00a69,Failed,Failed to establish a connection,
https://aneh.vp.video.l.google.com/videoplayback?id=babaa4e8d55c0fd6,Failed,Failed to establish a connection,
https://app.discoveryeducation.com/core:player/view/assetGuid/55FB33EA-55A5-4709-BBCD-F77F276729F1,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=55FB33EA-55A5-4709-BBCD-F77F276729F1
https://app.discoveryeducation.com/learn/videos/18DB33C4-5F04-47B0-A317-405F308CC49A?hasLocalHost=false,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=18DB33C4-5F04-47B0-A317-405F308CC49A
https://app.discoveryeducation.com/learn/videos/34986548-0BFF-45B4-8581-F58420C55452?hasLocalHost=false,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=34986548-0BFF-45B4-8581-F58420C55452
https://app.discoveryeducation.com/learn/videos/5B36BF6E-4CB2-4F07-BB90-695D57386E61?hasLocalHost=false,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=5B36BF6E-4CB2-4F07-BB90-695D57386E61
https://app.discoveryeducation.com/learn/videos/5CE2E9A6-384D-42AC-9755-5E28B58F344B?hasLocalHost=false,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=5CE2E9A6-384D-42AC-9755-5E28B58F344B
https://app.discoveryeducation.com/learn/videos/DB75E796-8518-49F7-860A-24FC08FF66F9?hasLocalHost=false,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=DB75E796-8518-49F7-860A-24FC08FF66F9
https://app.discoveryeducation.com/player/?assetGuid=B0496E90-CB33-4453-B0DB-52590DEC4D19,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=B0496E90-CB33-4453-B0DB-52590DEC4D19
https://app.discoveryeducation.com/player/?assetGuid=BFD373D0-3229-4468-8ADB-E0345B8054FD,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=BFD373D0-3229-4468-8ADB-E0345B8054FD
https://app.discoveryeducation.com/player/view/assetGuid/52506C35-72A4-4504-8E02-C5F2833C8E12,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=52506C35-72A4-4504-8E02-C5F2833C8E12
https://app.discoveryeducation.com/search#Ntt=agriculture great plains,Redirected,URL should be updated to match Redirected URL,https://app.discoveryeducation.com/learn/signin?next=https%3A%2F%2Fapp%2Ediscoveryeducation%2Ecom%2Fsearch
https://app.discoveryeducation.com/search#Ntt=barbed wire,Redirected,URL should be updated to match Redirected URL,https://app.discoveryeducation.com/learn/signin?next=https%3A%2F%2Fapp%2Ediscoveryeducation%2Ecom%2Fsearch
https://app.discoveryeducation.com/search#Ntt=cowboy,Redirected,URL should be updated to match Redirected URL,https://app.discoveryeducation.com/learn/signin?next=https%3A%2F%2Fapp%2Ediscoveryeducation%2Ecom%2Fsearch
https://app.discoveryeducation.com/search?Ntt=british+india#selItemsPerPage=60,Redirected,URL should be updated to match Redirected URL,https://app.discoveryeducation.com/learn/signin?next=https%3A%2F%2Fapp%2Ediscoveryeducation%2Ecom%2Fsearch%3FNtt%3Dbritish%2Bindia
https://archive.org/details/oldtimeradio?,Success,,
https://bcs.whfreeman.com/yates2e/pages/bcs-main.asp?s=00020,404,"('Not Found', 'Nothing matches the given URI')",
https://bilingualiesae.files.wordpress.com/2012/01/biography1.png?w=645,Success,,
https://c03.apogee.net/contentplayer/?coursetype=kids,Redirected,URL should be updated to match Redirected URL,https://c03.apogee.net/mvc/home/hes/land
https://connect.discoveryeducation.com/index.cfm?,Redirected,URL should be updated to match Redirected URL,https://www.discoveryeducation.com/?ErrMsg=Please%20supply%20a%20Code.%20Please%20try%20again.
https://connect.discoveryeducation.com/index.cfm?cdPartner=BA34-27GQ,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?cdPartner=BA34-27GQ
