PATH,Result,Details,UpdatedURL
https://esw.edisonlearning.com/suite/repository/workspace/Users/365879/Assessment%20Attempt%20Attachments/36516031/788668/Activity%20Plan%20GYM.pdf,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36385885/725251/Record%20(online-voice-recorder.com)%20(1).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36385885/725251/Spanish%204%20Part%202%20Unit%201%20Lesson%2010%20Speaking%20Assessment.docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36389693/725253/Record%20(online-voice-recorder.com)%20(2).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36389693/725253/Spanish%204%20Part%202%20Unit%202%20Lesson%2025%20Speaking%20Assessment.docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36421010/725256/Record%20(online-voice-recorder.com)%20(3).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36421010/725256/Untitled%20document%20(2).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36421150/725247/Untitled%20document%20(3).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36430602/725250/Record%20(online-voice-recorder.com)%20(4).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36430602/725250/Untitled%20document%20(4).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36434754/725252/Record%20(online-voice-recorder.com)%20(5).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36434754/725252/Untitled%20document%20(6).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36440002/725254/Record%20(online-voice-recorder.com)%20(6).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36440002/725254/Untitled%20document%20(7).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36440144/725246/Untitled%20document%20(8).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36442060/725249/Record%20(online-voice-recorder.com)%20(7).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36442060/725249/Untitled%20document%20(9).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36445510/725257/Record%20(online-voice-recorder.com)%20(8).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36445510/725257/Untitled%20document%20(10).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36445763/725259/Record%20(online-voice-recorder.com)%20(9).mp3,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36445763/725259/Untitled%20document%20(11).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/365894/Assessment%20Attempt%20Attachments/36445787/725248/Untitled%20document%20(12).docx,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/371391/Assessment%20Attempt%20Attachments/36389240/63716/SchoolLogo_Azure.png,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/371391/Assessment%20Attempt%20Attachments/36391077/666361/UsersName_Other.png,Success,,
https://esw.edisonlearning.com/suite/repository/workspace/Users/374716/Assessment%20Attempt%20Attachments/36416454/643320/CompareContrastEssay_Speeches_Template.docx,Success,,
