EXTERNALLINK_PK,EXTERNAL_URL,NAME_FIELD,Result
227816,http://study.com/academy/lesson/how-to-avoid-plagiarism-when-to-cite-sources.html,See More,Success
232033,http://study.com/academy/lesson/how-to-find-surface-area-of-a-pyramid.html,See More,Success
227782,http://study.com/academy/lesson/how-to-read-notes-of-the-bass-clef-staff.html,Hear More,Success
227766,http://study.com/academy/lesson/how-to-simplify-word-problems-with-fractions-using-whole-numbers.html,See More,Success
227801,http://study.com/academy/lesson/japanese-zen-buddhism-description-branches-revival.html,Hear More,Success
227715,http://study.com/academy/lesson/mahler-debussy-bartok-transition-from-late-romantic-to-modern.html,Hear More,Success
227732,http://study.com/academy/lesson/major-and-minor-keys-tonality-in-music.html,Hear More,Success
227737,http://study.com/academy/lesson/melody-vs-harmony-definitions-and-examples.html,Hear More,Success
227740,http://study.com/academy/lesson/musical-forms-symphony-sonata-and-rondo-forms.html,Hear More,Success
223049,http://study.com/academy/lesson/physical-activity-health-fitness-and-performance.html,See More,Success
223071,http://study.com/academy/lesson/physical-activity-health-fitness-and-performance.html,Instructional Video,Success
227760,http://study.com/academy/lesson/polyas-four-step-problem-solving-process.html,See More,Success
227765,http://study.com/academy/lesson/polyas-four-step-problem-solving-process.html,Hear More,Success
227780,http://study.com/academy/lesson/solving-equations-with-infinite-solutions-or-no-solutions.html,Hear More,Success
227779,http://study.com/academy/lesson/solving-word-problems-with-algebraic-subtraction-expressions.html,Hear More,Success
227731,http://study.com/academy/lesson/songs-of-the-renaissance-madrigals-and-vocal-parts.html,Hear More,Success
227789,http://study.com/academy/lesson/the-rise-of-the-dutch-republic-their-golden-age.html,Hear More,Success
227776,http://study.com/academy/lesson/transitive-property-of-equality-definition-example.html,Hear More,Success
227561,http://study.com/academy/lesson/types-of-problems-problem-solving-strategies.html,Hear More,Success
227767,http://study.com/academy/lesson/types-of-problems-problem-solving-strategies.html,Hear More,Success
203766,http://study.com/academy/lesson/what-are-collaboration-tools-definition-types-quiz.html,Hear More,Success
227775,http://study.com/academy/lesson/what-is-an-equation-in-math-definition-examples.html,Hear More,Success
227714,http://study.com/academy/lesson/what-is-medieval-music-history-church-music-composers.html,See More,Success
226543,http://study.com/academy/lesson/what-is-symbolism-in-literature-definition-types-examples.html,See More,Success
225085,http://study.com/academy/lesson/what-is-theme-in-literature-definition-examples-quiz.html,Instructional Video,Success
225189,http://study.com/academy/lesson/what-is-theme-in-literature-definition-examples-quiz.html,Instructional Video,Success
231874,http://study.com/academy/practice/quiz-worksheet-characters-other-elements-in-drama.html,Do More,Success
227523,http://study.com/academy/practice/quiz-worksheet-polya-s-four-step-problem-solving-process.html,Do More,Success
227539,http://study.com/academy/practice/quiz-worksheet-types-of-problems-problem-solving-strategies.html,Do More,Success
227560,http://studyjams.scholastic.com/studyjams/jams/math/problem-solving/missing-extra-info.htm,Do More,Success
231009,http://studyjams.scholastic.com/studyjams/jams/science/animals/invertebrates.htm,Instructional Video,Success
232268,http://studyjams.scholastic.com/studyjams/jams/science/energy-light-sound/current-electricity-elec-circuits.htm,Do More,Success
232299,http://studyjams.scholastic.com/studyjams/jams/science/energy-light-sound/light-absorb-reflect-refract.htm,See More,Success
232128,http://studyjams.scholastic.com/studyjams/jams/science/forces-and-motion/force-and-motion.htm,Do More,Success
230153,http://studyjams.scholastic.com/studyjams/jams/science/matter/energy-and-matter.htm,Instructional Video,Success
162975,http://studyjams.scholastic.com/studyjams/jams/science/matter/solids-liquids-gases.htm,Hear More,Success
232293,http://studyjams.scholastic.com/studyjams/jams/science/matter/solids-liquids-gases.htm,See More,Success
86028,http://studyjams.scholastic.com/studyjams/jams/science/plants/gymnosperms.htm,Instructional Video,Success
232372,http://studyjams.scholastic.com/studyjams/jams/science/plants/kingdoms-of-life.htm,Hear More,Success
232270,http://studyjams.scholastic.com/studyjams/jams/science/rocks-minerals-landforms/minerals.htm,Do More,Success
232271,http://studyjams.scholastic.com/studyjams/jams/science/rocks-minerals-landforms/weathering-and-erosion.htm,Do More,Success
232313,http://studyjams.scholastic.com/studyjams/jams/science/solar-system/solar-system-outer.htm,Do More,Success
232312,http://studyjams.scholastic.com/studyjams/jams/science/solar-system/universe.htm,Do More,Success
232282,http://studyjams.scholastic.com/studyjams/jams/science/weather-and-climate/weather-and-climate.htm,Do More,Success
229613,http://studyspanish.com/vocab/lessons/veggies.htm,Instructional Video,Success
224676,http://svs.gsfc.nasa.gov/cgi-bin/details.cgi?aid=10618,Instructional Video,Success
227303,http://sydney.edu.au/heurist/balipaintings/,See More,Success
83611,http://targetcenteredgolf.com/get-20-yards-2-rotate-to-the-target/,Instructional Video,
228314,http://teacher.scholastic.com/activities/writing/index.asp?topic=Research,Do More,
173495,http://teacher.scholastic.com/activities/wwii/ahf/index.htm,Do More,
173507,http://teacher.scholastic.com/histmyst/start.asp?Game=3,Do More,
172453,http://teacher.scholastic.com/lessonplans/pdf/nonfictiontraits_PR.pdf,See More,
172411,http://teacher.scholastic.com/lessonrepro/lessonplans/profbooks/bioglanguage.pdf,Do More,
172466,http://teacher.scholastic.com/lessonrepro/lessonplans/profbooks/bioglanguage.pdf,Do More,
227527,http://teacher.scholastic.com/lessonrepro/lessonplans/steppro.htm,Hear More,
227528,http://teacher.scholastic.com/lessonrepro/lessonplans/steppro.htm,See More,
227530,http://teacher.scholastic.com/lessonrepro/lessonplans/steppro.htm,See More,
227575,http://teacher.scholastic.com/lessonrepro/lessonplans/steppro.htm,Do More,
227768,http://teacher.scholastic.com/lessonrepro/lessonplans/steppro.htm,See More,
225357,http://teacher.scholastic.com/lessonrepro/reproducibles/litplace/r980313b.htm,Do More,
229074,http://teacher.scholastic.com/scholasticnews/magazines/assets/sn_ts_020211_map.html,Do More,
230151,http://teacher.scholastic.com/writeit/poetry/brainstorm/,Need 2 Know,Success
226642,http://teacher.scholastic.com/writewit/diary/index.htm,Do More,
165594,http://teacher.scholastic.com/writewit/mff/folklore_what.htm,Do More,
226988,http://teacher.scholastic.com/writewit/mff/folktale_write_folktale.htm,Do More,
226644,http://teacher.scholastic.com/writewit/mff/folktalewshop_index.htm,Do More,
226647,http://teacher.scholastic.com/writewit/mff/mythmachine.htm,Do More,
227985,http://teachermrshart.weebly.com/uploads/5/4/5/2/54523579/4288564_orig.jpg,See More,Success
224689,http://teachersites.schoolworld.com/webpages/SLS/files/textfeaturepurposechart.pdf,Need 2 Know,
228423,http://teachertube.com/viewVideo.php?title=Bar_Graphs_and_Tally_Charts&video_id=53970,Hear More,Success
175432,http://teachertube.com/viewVideo.php?title=Congruent_Figures&video_id=2597,See More,Success
198357,http://teachertube.com/viewVideo.php?title=Genre&video_id=55568,Hear More,Success
208846,http://teachertube.com/viewVideo.php?title=Haiku101&video_id=119599,Hear More,Success
225428,http://teachertube.com/viewVideo.php?title=Measures_of_Capacity__Metric_System_&video_id=36736,See More,Success
197679,http://teachertube.com/viewVideo.php?title=Point_Slope_Form&video_id=146257,Instructional Video,Success
206562,http://teachertube.com/viewVideo.php?title=Writing_A_Tall_Tale&video_id=14131,Hear More,Success
209885,http://teachertube.com/viewVideo.php?title=Writing_an_Essay__Part1__Brainstorming&video_id=28914,Hear More,Success
87537,http://teachertube.com/viewVideo.php?video_id=103516&title=The_30_60_90_Triangle,Instructional Video,Success
87612,http://teachertube.com/viewVideo.php?video_id=112635&title=French_Movie,Instructional Video,Success
87528,http://teachertube.com/viewVideo.php?video_id=115950&title=Geography___City___Paris,Instructional Video,Success
87624,http://teachertube.com/viewVideo.php?video_id=116001&title=Graphing_Rational_Functions,Instructional Video,Success
87695,http://teachertube.com/viewVideo.php?video_id=116088&title=One_Step_Equations&vpkey=,Instructional Video,Success
87658,http://teachertube.com/viewVideo.php?video_id=116333,Instructional Video,Success
87553,http://teachertube.com/viewVideo.php?video_id=116852&title=Transformations_of_Functions,Instructional Video,Success
87704,http://teachertube.com/viewVideo.php?video_id=117123,Instructional Video,Success
87661,http://teachertube.com/viewVideo.php?video_id=11953&title=_Wusstest_Du___Did_You_Know_1_9_de_,Instructional Video,Success
201966,http://teachertube.com/viewVideo.php?video_id=126398,Hear More,Success
87660,http://teachertube.com/viewVideo.php?video_id=13087&title=1_A_La_Francophonie_dans_le_monde,Instructional Video,Success
87498,http://teachertube.com/viewVideo.php?video_id=13918&title=Discounts_and_Sales_Tax__Using_Math_During_the_Holidays,Instructional Video,Success
87638,http://teachertube.com/viewVideo.php?video_id=15273&title=Perpendicular_Lines_and_Planes,Instructional Video,Success
87659,http://teachertube.com/viewVideo.php?video_id=1535,Instructional Video,Success
227861,http://teachertube.com/viewVideo.php?video_id=155096,See More,Success
198516,http://teachertube.com/viewVideo.php?video_id=16004,Hear More,Success
87644,http://teachertube.com/viewVideo.php?video_id=16294,Instructional Video,Success
209708,http://teachertube.com/viewVideo.php?video_id=176255,Hear More,Success
197357,http://teachertube.com/viewVideo.php?video_id=177692&title=Parallel_Lines_cut_by_a_Transversal,Instructional Video,Success
87582,http://teachertube.com/viewVideo.php?video_id=18018&title=Verbes_er_verbs_in_French,Instructional Video,Success
87678,http://teachertube.com/viewVideo.php?video_id=18021&title=Gender_of_nouns_in_French,Instructional Video,Success
87613,http://teachertube.com/viewVideo.php?video_id=19590&title=Marcus_story_Present___er_verbs,Instructional Video,Success
197366,http://teachertube.com/viewVideo.php?video_id=198957&title=Dividing_Integers,Instructional Video,Success
87653,http://teachertube.com/viewVideo.php?video_id=2055&title=Learn_English___Restaurant_Vocabulary__French_version_,Instructional Video,Success
87535,http://teachertube.com/viewVideo.php?video_id=20568&title=Basic_Operations_Polar_Form_of_Complex_Numbers_Part_3,Instructional Video,Success
87592,http://teachertube.com/viewVideo.php?video_id=20924&title=Health___La_Sante_,Instructional Video,Success
87696,http://teachertube.com/viewVideo.php?video_id=21027&title=DISCOUNT_PRICES__SALE__SALE__SALE_,Instructional Video,Success
87516,http://teachertube.com/viewVideo.php?video_id=21273&title=Claire_va_au_marche,Instructional Video,Success
87642,http://teachertube.com/viewVideo.php?video_id=22736&title=The_Accusative_Prepositions_in_German,Instructional Video,Success
87619,http://teachertube.com/viewVideo.php?video_id=23961&title=Voila_ma_famille_,Instructional Video,Success
87620,http://teachertube.com/viewVideo.php?video_id=23961&title=Voila_ma_famille_,Instructional Video,Success
87675,http://teachertube.com/viewVideo.php?video_id=24607&title=Negatives_Making_French_statements_negative,Instructional Video,Success
87550,http://teachertube.com/viewVideo.php?video_id=24622&title=_French__ir_verbes_like_finir_video,Instructional Video,Success
201867,http://teachertube.com/viewVideo.php?video_id=251199,Hear More,Success
87671,http://teachertube.com/viewVideo.php?video_id=25318&title=Was_soll_ich_ihr_schenken_,Instructional Video,Success
87507,http://teachertube.com/viewVideo.php?video_id=25344&title=Video_Clothing_les_vetements,Instructional Video,Success
198484,http://teachertube.com/viewVideo.php?video_id=25831,Hear More,Success
87545,http://teachertube.com/viewVideo.php?video_id=26736&title=How_To_Find_a_Percent_of_a_Number,Instructional Video,Success
87691,http://teachertube.com/viewVideo.php?video_id=26736&title=How_To_Find_a_Percent_of_a_Number,Instructional Video,Success
87623,http://teachertube.com/viewVideo.php?video_id=27797&title=1a_45_45_90_degree_triangle_and_Pythagorus,Instructional Video,Success
87531,http://teachertube.com/viewVideo.php?video_id=28134&title=German_Trip_Movie,Instructional Video,Success
87601,http://teachertube.com/viewVideo.php?video_id=28620&title=WFW_PC_8_4b_Using_Vectors,Instructional Video,Success
160295,http://teachertube.com/viewVideo.php?video_id=28913&title=Complete_Sentences,Instructional Video,Success
87699,http://teachertube.com/viewVideo.php?video_id=30540&title=German_Study_Tour_2007,Instructional Video,Success
87609,http://teachertube.com/viewVideo.php?video_id=31925&title=percents_and_proportions,Instructional Video,Success
87587,http://teachertube.com/viewVideo.php?video_id=31949&title=Daily_routine,Instructional Video,Success
87557,http://teachertube.com/viewVideo.php?video_id=32152&title=Directions,Instructional Video,Success
87561,http://teachertube.com/viewVideo.php?video_id=34092&title=A_Visit_to_Paris,Instructional Video,Success
87575,http://teachertube.com/viewVideo.php?video_id=3429&title=Ein_Tag_in_der_Gordon_Schule,Instructional Video,Success
87666,http://teachertube.com/viewVideo.php?video_id=35034&title=1_A_Cafe_Reality,Instructional Video,Success
197677,http://teachertube.com/viewVideo.php?video_id=35104,Instructional Video,Success
87499,http://teachertube.com/viewVideo.php?video_id=35445&title=Deutsch_Mode&vpkey=,Instructional Video,Success
87679,http://teachertube.com/viewVideo.php?video_id=35694&title=German_Verbs_haben_and_sein,Instructional Video,Success
87690,http://teachertube.com/viewVideo.php?video_id=49867&title=01_French_Commands_Slap_Activity,Instructional Video,Success
201048,http://teachertube.com/viewVideo.php?video_id=53143&title=How_to_Calculate_the_Standard_Deviation_of_a_Sample,Instructional Video,Success
87515,http://teachertube.com/viewVideo.php?video_id=7017&title=How_to_Play_Triads_and_Inversions_on_Piano,Instructional Video,Success
87530,http://teachertube.com/viewVideo.php?video_id=75&title=Changing_Europe__1919_1945,Instructional Video,Success
87593,http://teachertube.com/viewVideo.php?video_id=8320&title=Solving_Equations_Part_1,Instructional Video,Success
87611,http://teachertube.com/viewVideo.php?video_id=8796&title=personal_narrative,Instructional Video,Success
227164,http://teachingamericanhistory.org/convention/,Do More,Success
165300,http://teachingamericanhistory.org/convention/paintings.html,Do More,Success
227166,http://teachingamericanhistory.org/fed-antifed/federalist/,See More,Success
227168,http://teachingamericanhistory.org/fed-antifed/timeline-state/,Do More,Success
227172,http://teachingamericanhistory.org/ratification/overview/,Do More,Success
230993,http://tennistips365.net/,Instructional Video,
226258,http://thecellocompanion.info/tag/elementary-music-theory/,See More,Success
232872,http://thefrugalcomputerguy.com/libreoffice-impress/Impress1.php,Instructional Video,Success
233138,http://thefrugalcomputerguy.com/libreoffice-impress/Impress1.php,Need 2 Know,Success
232878,http://thefrugalcomputerguy.com/libreoffice-impress/Impress2.php,Instructional Video,Success
232879,http://thefrugalcomputerguy.com/libreoffice-impress/Impress2.php,Instructional Video,Success
232880,http://thefrugalcomputerguy.com/libreoffice-impress/Impress2.php,Instructional Video,Success
233132,http://thefrugalcomputerguy.com/libreoffice-impress/Impress2.php,Need 2 Know,Success
233136,http://thefrugalcomputerguy.com/libreoffice-impress/Impress2.php,Need 2 Know,Success
233144,http://thefrugalcomputerguy.com/libreoffice-impress/Impress3.php,Need 2 Know,Success
232881,http://thefrugalcomputerguy.com/libreoffice-impress/Impress4.php,Instructional Video,Success
233134,http://thefrugalcomputerguy.com/libreoffice-impress/Impress4.php,Need 2 Know,Success
233140,http://thefrugalcomputerguy.com/libreoffice-impress/Impress4.php,Need 2 Know,Success
232951,http://thefrugalcomputerguy.com/libreoffice-impress/Impress7.php,Instructional Video,Success
233128,http://thefrugalcomputerguy.com/libreoffice-impress/Impress9.php,Need 2 Know,Success
233142,http://thefrugalcomputerguy.com/libreoffice-impress/Impress9.php,Need 2 Know,Success
233110,http://thefrugalcomputerguy.com/vtOfcSpreadsheet1.php#Lnk_OdsVid_01,Need 2 Know,
232852,http://thefrugalcomputerguy.com/vtOfcSpreadsheet1.php#Lnk_OdsVid_02,Instructional Video,
233150,http://thefrugalcomputerguy.com/vtOfcSpreadsheet1.php#Lnk_OdsVid_03,Need 2 Know,
232848,http://thefrugalcomputerguy.com/vtOfcSpreadsheet1.php#Lnk_OdsVid_05,Instructional Video,
233104,http://thefrugalcomputerguy.com/vtOfcSpreadsheet10.php#Lnk_OdsVid_34,Need 2 Know,
233090,http://thefrugalcomputerguy.com/vtOfcSpreadsheet2.php#Lnk_OdsVid_0,Need 2 Know,
233100,http://thefrugalcomputerguy.com/vtOfcSpreadsheet2.php#Lnk_OdsVid_06,Need 2 Know,
233106,http://thefrugalcomputerguy.com/vtOfcSpreadsheet3.php#Lnk_OdsVid_10,Need 2 Know,
233102,http://thefrugalcomputerguy.com/vtOfcSpreadsheet5.php#Lnk_OdsVid_18,Need 2 Know,
233117,http://thefrugalcomputerguy.com/vtOfcSpreadsheet6.php#Lnk_OdsVid_23,Need 2 Know,
232854,http://thefrugalcomputerguy.com/vtOfcSpreadsheet9.php,Instructional Video,
232807,http://thefrugalcomputerguy.com/vtOfcWriter1.php#Lnk_OdtVid_01,Instructional Video,
232808,http://thefrugalcomputerguy.com/vtOfcWriter1.php#Lnk_OdtVid_01,Instructional Video,
233007,http://thefrugalcomputerguy.com/vtOfcWriter1.php#Lnk_OdtVid_02,Need 2 Know,
233046,http://thefrugalcomputerguy.com/vtOfcWriter13.php,Need 2 Know,
233017,http://thefrugalcomputerguy.com/vtOfcWriter16.php,Need 2 Know,
232846,http://thefrugalcomputerguy.com/vtOfcWriter17.php#Lnk_OdtVid_45,Instructional Video,
233026,http://thefrugalcomputerguy.com/vtOfcWriter19.php,Need 2 Know,
232996,http://thefrugalcomputerguy.com/vtOfcWriter2.php,Need 2 Know,
233001,http://thefrugalcomputerguy.com/vtOfcWriter20.php,Need 2 Know,
232814,http://thefrugalcomputerguy.com/vtOfcWriter3.php,Instructional Video,
232845,http://thefrugalcomputerguy.com/vtOfcWriter32.php,Instructional Video,
233019,http://thefrugalcomputerguy.com/vtOfcWriter5.php#Lnk_OdtVid_14,Need 2 Know,
232998,http://thefrugalcomputerguy.com/vtOfcWriter6.php,Need 2 Know,
228646,http://thewritepractice.com/the-fool-2/,See More,Success
230621,http://time.com/3662292/fidel-castro-early-photos-life/,See More,Success
161949,http://timeline.americanrevolutioncenter.org/,Do More,Success
226729,http://toneway.com/songs/john-henry,Hear More,Success
231736,http://tongatime.com/2013/04/13/kingdom-of-tonga/how-to-make-tongan-tapa-cloth-ngatu/,Do More,
232903,http://topwindowstutorials-video.s3.amazonaws.com/w7basics/windows7-tut4-personalfolders.mp4,Instructional Video,Success
232938,http://topwindowstutorials-video.s3.amazonaws.com/w7basics/windows7-tut5-workingwithfolders.mp4,Need 2 Know,Success
227251,http://totallyhistory.com/new-kingdom-of-egypt/,See More,
229930,http://transformgrief.com/tutorials/the-5-stages-of-grief-explained/,Instructional Video,
227990,http://tutorials.istudy.psu.edu/notetaking/notetaking4.html#userbookmark_Activity1,Do More,
230872,http://tv.fusion.net/video/317893/undocumented-immigrants-healthcare/,Need 2 Know,Success
225314,http://udleditions.cast.org/craft_intro.html,See More,
228342,http://udleditions.cast.org/craft_intro.html,See More,
228386,http://udleditions.cast.org/craft_intro.html,See More,
232699,http://uds.ak.o.brightcove.com/2155857773001/2155857773001_3227307986001_HD-BAC-21-Budget-FC780x.mp4,Instructional Video,
86837,http://uk.france.fr/en/discover/champagne-ardenne-2,Instructional Video,Success
84036,http://uk.france.fr/en/discover/city-bordeaux,Instructional Video,
86451,http://uk.france.fr/en/discover/massif-central-wide-open-spaces,Instructional Video,
86069,http://uk.france.fr/en/discover/normandy,Instructional Video,Success
228925,http://us-presidents.insidegov.com/compare/9-41/Abraham-Lincoln-vs-James-Buchanan,Do More,
225150,http://usafootball.com/health-safety/how-to-tackle,Instructional Video,Success
206634,http://uselectionatlas.org/RESULTS/national.php?year=1860,Do More,
229084,http://users.erols.com/mwhite28/1907powr.htm,Do More,
226272,http://vicfirth.com/webrhythms-lesson-8/,Do More,Success
224127,http://video.about.com/electrical/What-is-a-Circuit-Breaker-Panel-.htm,Instructional Video,
226569,http://video.gpb.org/video/2365102886/,Need 2 Know,Success
225065,http://video.mit.edu/watch/an-introduction-to-calorimetry-10969/,Need 2 Know,Success
86917,http://video.mit.edu/watch/genetic-engineering-10959/,Instructional Video,Success
224672,http://video.nationalgeographic.com/video/101-videos/solar-system-sci,Instructional Video,Success
85851,http://video.nationalgeographic.com/video/101-videos/volcanoes-101,Instructional Video,Success
86329,http://video.nationalgeographic.com/video/alternative-energy,Instructional Video,Success
229856,http://video.nationalgeographic.com/video/destinations/france-overview-dest,Instructional Video,Success
208189,http://video.nationalgeographic.com/video/environment/energy-environment/alternative-energy/,See More,Success
231033,http://video.nationalgeographic.com/video/greenhouse-gases,Need 2 Know,Success
226110,http://video.nationalgeographic.com/video/magazine/141115-ngm-pilgrim-roads,Hear More,Success
84226,http://video.nationalgeographic.com/video/news/150922-weather-forecasting-vin,Instructional Video,Success
226102,http://video.nationalgeographic.com/video/news/7-billion/ngm-7billion,Hear More,Success
228752,http://video.nationalgeographic.com/video/peru_machupicchu,Hear More,Success
225147,http://video.unctv.org/video/2365414957/,Need 2 Know,Success
234777,http://video.wired.com/watch/tech-effects-how-music-affects-brains-bodies,Hear More,Success
197331,http://videos.howstuffworks.com/money-talks-news/5224-ways-to-pay-the-irs-video.htm,Instructional Video,Success
87558,http://viewpure.com/CXXXTsD1QFU?ref=live,Instructional Video,Success
87703,http://viewpure.com/CXXXTsD1QFU?ref=live,Instructional Video,Success
198471,http://vimeo.com/15212133,Hear More,Success
209046,http://vimeo.com/18562973,See More,
196415,http://vimeo.com/23482734,Hear More,Success
208295,http://vimeo.com/27137998,Hear More,Success
208538,http://vimeo.com/30695834,Hear More,Success
209674,http://vimeo.com/36501044,Hear More,Success
226598,http://vimeo.com/44607984,See More,Success
208301,http://vimeo.com/46243880,Hear More,Success
223871,http://vimeo.com/46595734,Instructional Video,Success
227808,http://vimeo.com/46595734,Hear More,Success
229859,http://vimeo.com/47059488,See More,Success
216378,http://vimeo.com/70338302,Hear More,Success
234733,http://vimeo.com/70338302,See More,Success
196439,http://vimeo.com/7340280,Hear More,Success
234182,http://virtualnerd.com/common-core/grade-6/6_EE-expression-equations/B/6/variables-definition,Hear More,Success
233880,http://virtualnerd.com/geometry/circles/angle-measures-segment-lengths/measure-arc-given-intersecting-chords,Instructional Video,Success
232089,http://virtualnerd.com/geometry/length-area/regular-polygons-composite-figures-area/composite-figure-area,Hear More,Success
232090,http://virtualnerd.com/geometry/surface-area-volume-solid/prisms-cylinders-area/formula-cylinder-surface-area,Hear More,Success
231996,http://virtualnerd.com/middle-math/multiplying-dividing-fractions/multiply/multiply-fractions-definition,See More,Success
234178,http://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example,See More,Success
234181,http://virtualnerd.com/middle-math/number-algebraic-sense/problem-solving-plan/make-table-pattern-example,See More,Success
232051,http://virtualnerd.com/pre-algebra/algebra-tools/number-properties/,Hear More,Success
231990,http://virtualnerd.com/pre-algebra/factors-fractions-exponents/prime-factorization-greatest-common-factor/prime-factorization/prime-factorization-by-tree,Hear More,Success
233873,http://virtualnerd.com/pre-algebra/geometry/transformations-symmetry/define-transformations/tessellation-definition,Instructional Video,Success
232025,http://virtualnerd.com/pre-algebra/inequalities-multi-step-equations/inequalities-multiple-steps/solve-multiple-step-inequalities/inequality-two-step-solution-and-graph,Hear More,Success
234183,http://virtualnerd.com/pre-algebra/one-two-step-equations/variables/working-equations/definition-equation,See More,Success
231987,http://virtualnerd.com/pre-algebra/rational-numbers/definitions-basics/compare/order-fractions-decimals,See More,Success
231999,http://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition,Do More,Success
234193,http://virtualnerd.com/pre-algebra/rational-numbers/fraction-division-multiplication/divide-fractions/multiplicative-inverses-definition,Hear More,Success
232015,http://virtualnerd.com/pre-algebra/ratios-proportions/proportionality/solving-proportions/proportion-cross-multiply-example,Hear More,Success
232007,http://virtualnerd.com/pre-algebra/ratios-proportions/rates-unit-rates/rate-unit-rate-examples/miles-kilometers-convert-example,Do More,Success
226087,http://water.usgs.gov/edu/watercycle-kids-adv.html,Do More,Success
227568,http://web.mnstate.edu/peil/M110/Worksheet/PolyaProblemSolve.pdf,See More,
228292,http://web.monroecc.edu/manila/webfiles/jwilkie/narrowingyourtopic.pdf,Do More,Success
170178,http://web2.uvcs.uvic.ca/courses/elc/studyzone/200/grammar/prepo1.htm,Do More,Success
170263,http://web2.uvcs.uvic.ca/elc/studyzone/330/reading/smell2.htm,Do More,Success
232154,http://webapps.esri.com.s3.amazonaws.com/mwl-maps/us_natural_industrial_resources.html,Do More,
174039,http://weimar.facinghistory.org/content/weimar-republic-timeline,Do More,Success
232176,http://whitneyplantation.com/interactive-map.html,Do More,Success
219198,http://wiki.answers.com/Q/How_does_body_type_affect_performance_in_sport#slide4,Do More,Success
224330,http://worksheets.tutorvista.com/misleading-graph-worksheet.html,Do More,
164939,http://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightcolor/light-and-color/,See More,Success
84526,http://wqed.pbslearningmedia.org/resource/lsps07.sci.phys.energy.lightreflect/light-and-the-law-of-reflection/,Instructional Video,Success
161913,http://wqed.pbslearningmedia.org/resource/rttt12.soc.ush.col.boston1723/explore-colonial-boston/,Do More,Success
225217,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,
227038,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,
231796,http://writeahaiku.com/#the%20kite%20flies%20over%20%2F%20the%20land%20of%20beautiful%20green%20%2F%20and%20i%20smile%20broadly,Do More,
226099,http://ww2.kqed.org/quest/2014/02/13/nonrenewable-and-renewable-energy-resources-2/,See More,Success
228349,http://www-tc.pbs.org/now/classroom/acrobat/lesson07.pdf,Do More,Success
86319,http://www.123teachme.com/spanish_word_for/size,Instructional Video,Success
209061,http://www.270towin.com/,Do More,Success
229109,http://www.2worldwar2.com/blitzkrieg.htm,Do More,Success
232132,http://www.3dgeography.co.uk/river-facts,Do More,Success
165365,http://www.50states.com/statehood.htm,Do More,Success
160443,http://www.5min.com/Video/The-History-of-The-United-Nations-516978285,Instructional Video,
226094,http://www.7continents5oceans.com/,See More,Success
207784,http://www.8notes.com/school/theory/measures_and_time_signature.asp,Do More,Success
227608,http://www.aaamath.com/equ725x2.htm,Do More,Success
161200,http://www.aaamath.com/g723-evaluate-1variable.html,Do More,Success
163148,http://www.aaamath.com/g76-absolute-value.html,Do More,Success
166100,http://www.aaamath.com/geo612x4.htm,Do More,Success
165959,http://www.aaastudy.com/pro34cx2.htm,Do More,Success
229141,http://www.aarp.org/politics-society/history/info-06-2011/civil-war-changed-american-life.html,Do More,Success
214801,http://www.abcya.com/comparing_number_values.htm,Do More,Success
197718,http://www.abcya.com/latitude_and_longitude_practice.htm,Do More,Success
225615,http://www.abcya.com/parts_of_speech.htm,Do More,Success
227337,http://www.aboriginal-art-australia.com/aboriginal-art-library/aboriginal-art-styles/,See More,Success
227338,http://www.aboriginal-art-australia.com/aboriginal-art-tube-online/,Hear More,Success
227416,http://www.acefitness.org/acefit/healthy-living-article/59/5058/youth-fitness-overload-principle/,Hear More,Success
202635,http://www.africanworldheritagesites.org/cultural-places/trans-sahara-trading-routes.html,Do More,Success
83491,http://www.agr.gc.ca/eng/about-us/publications/discover-agriculture/videos-agricultural-products-and-progress/agriculture-then-and-now-managing-pests-video/?id=1490790036279,Instructional Video,Success
216342,http://www.airnow.gov/,Do More,Success
227309,http://www.airpano.ru/files/China-Great-Wall/2-2,See More,Success
227329,http://www.airpano.ru/files/Easter-Island/2-2,Do More,Success
227335,http://www.airpano.ru/files/Sydney-Australia/2-2,See More,Success
227341,http://www.airpano.ru/files/Sydney-Australia/2-2,See More,Success
202504,http://www.algebra-class.com/algebraic-expressions.html,Do More,Success
208605,http://www.algebralab.org/Word/Word.aspx?file=Algebra_Averages.xml,Do More,Success
169942,http://www.algebralab.org/lessons/lesson.aspx?file=Algebra_OneVariableSolvingInequalities.xml,Do More,
227889,http://www.algebralab.org/lessons/lesson.aspx?file=geometry_areaperimeterregularpolygons.xml,See More,
227976,http://www.algebralab.org/practice/practice.aspx?file=Algebra1_6-3.xml,Do More,
166239,http://www.algebralab.org/practice/practice.aspx?file=Word_WPSurfaceArea.xml,Do More,
