EXTERNAL_URL,Result,Details,UpdatedURL
https://24.media.tumblr.com/tumblr_m0u1f5n9801qfbv70o1_500.jpg,Redirected,URL should be updated to match Redirected URL,https://66.media.tumblr.com/tumblr_m0u1f5n9801qfbv70o1_500.jpg
https://3.bp.blogspot.com/-UfkRIdno8_0/UL9hA0ZO6PI/AAAAAAAABeo/0WE8JvqwF00/s1600/Columbian+Exchange.jpg,Success,,
https://4.bp.blogspot.com/-0XHsY5u3p_8/U1g5JWyzNVI/AAAAAAAAC4c/BfzjptsA78c/s1600/Theme+Vs.+Main+Idea+Anchor+Chart.png,Success,,
https://712educators.about.com/od/assessments/a/Objective-Test-Taking-Tips.htm,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/multiple-choice-tests-strategies-for-students-3194592
https://abcnews.go.com/GMA/video/health-alert-dietary-supplements-34490210,Success,,
https://abcnews.go.com/WNT/video/children-adult-sports-injuries-23058623,404,"('Not Found', 'Nothing matches the given URI')",
https://abcnews.go.com/topics/news/science/dwarf-planet-pluto.htm?mediatype=Video,404,"('Not Found', 'Nothing matches the given URI')",
https://academic.udayton.edu/PhillipMagnuson/soundpatterns/microcosms/serialism.html,Success,,
https://academic.udayton.edu/PhillipMagnuson/soundpatterns/microcosms/serialism.html,Success,,
https://academic.udayton.edu/gregelvers/psy323/labels/ear.asp,Success,,
https://academicguides.waldenu.edu/writingcenter/grammar/runonsentences,Success,,
https://acousticguitar.com/how-to-unlock-i-iv-v-chord-progressions/,Success,,
https://acropolis-virtualtour.gr/,Failed - https,Failed with https; Successful as http,http://acropolis-virtualtour.gr/
https://act.magoosh.com/lessons/1432-dependent-and-independent-clauses,Success,,
https://activatedstorytheatre.com/folktales/read/FourDragons.html,Success,,
https://afe.easia.columbia.edu/mongols/china/china4_a.htm,Failed - https,Failed with https; Successful as http,http://afe.easia.columbia.edu/mongols/china/china4_a.htm
https://allaboutalgae.com/level-1-quiz/,Failed - https,Failed with https; Successful as http,http://allaboutalgae.com/level-1-quiz/
https://americanliterature.com/author/stephen-crane/book/the-red-badge-of-courage/summary,Success,,
https://americanradioworks.publicradio.org/features/americandream/a1.html,Success,,
https://amhistory.si.edu/militaryhistory/printable/section.asp?id=6,Success,,
https://ancientegyptonline.co.uk/great-pyramid.html,Redirected,URL should be updated to match Redirected URL,https://ancientegyptonline.co.uk/great-pyramid/
https://android-streaming.techrepublic.com/media/2017/10/27/1082796612002/20171024_LibreOffice_Jack_1246902_740.mp4,404,"('Not Found', 'Nothing matches the given URI')",
https://animals.nationalgeographic.com/animals/endangered-animals-quiz/,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.com/animals/quizzes/species-under-threat-quiz-part-1/
https://aplusphysics.com/courses/regents/videos/WaveEquation/WaveEquation.html,Success,,
https://app.discoveryeducation.com/player/?assetGuid=3134DCE5-1710-4D7F-81AA-623AA8C606F2,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=3134DCE5-1710-4D7F-81AA-623AA8C606F2
https://arcadiasystems.org/academia/printtrickster.html,Failed - https,Failed with https; Successful as http,http://arcadiasystems.org/academia/printtrickster.html
https://archaeologychannel.org/video-guide/video-guide-menu/video-guide-summary/222-catalhoeyuek,Redirected,URL should be updated to match Redirected URL,https://www.archaeologychannel.org/video-guide/video-guide-menu/video-guide-summary/222-catalhoeyuek
https://archive.hokulea.com/polynesia.html,Failed - https,Failed with https; Successful as http,http://archive.hokulea.com/polynesia.html
https://archive.org/details/ConstantOfProportionality,Success,,
https://archive.org/details/song_of_wandering_aengus_librivox,Success,,
https://art-educ4kids.weebly.com/aboriginal-art-and-patterning.html,Success,,
https://artyfactory.com/art_appreciation/art_movements/cubism.htm,Success,,
https://assets.civilwar.org/animatedmaps/revolutionary-animated-map/?_ga=2.31536633.635081255.1513275828-1745554945.1513275828,Redirected,URL should be updated to match Redirected URL,https://www.battlefields.org/learn/maps?field_war_tid%5B%5D=2&field_map_type_value_selective%5B%5D=animated&_ga=2.31536633.635081255.1513275828-1745554945.1513275828
https://astro.unl.edu/naap/hr/hr_background1.html,Success,,
https://atlantis.coe.uh.edu/archive/science/science_lessons/scienceles3/capacity/capacity.html,404,"('Not Found', 'Nothing matches the given URI')",
https://aztecs.mrdonn.org/government.html,Success,,
https://bcove.me/kmgyhu21,Redirected,URL should be updated to match Redirected URL,"http://link.brightcove.com/services/player/bcpid625505131001?bckey=AQ~~,AAAACofWkTk~,d-cWVfCeeBEH0CDEexAone3jAYWFdAyT&bctid=4568572287001"
https://bcs.whfreeman.com/webpub/Ektron/Hillis%20Principles%20of%20Life2e/Animated%20Tutorials/pol2e_at_1602_Using_Phylogenetic_Analysis_to_Reconstruct_Evolutionary_History/pol2e_at_1602.html,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
https://bcs.whfreeman.com/webpub/Ektron/Hillis%20Principles%20of%20Life2e/Animated%20Tutorials/pol2e_at_4503_The_Global_Carbon_Cycle/pol2e_at_4503_The_Global_Carbon_Cycle.html,403,"('Forbidden', 'Request forbidden -- authorization will not help')",
https://beetlesproject.org/resources/for-program-leaders/promoting-discussion/#1449353976427-c591993c-7622,Failed - https,Failed with https; Successful as http,http://beetlesproject.org/resources/for-program-leaders/promoting-discussion/#1449353976427-c591993c-7622
https://bestphysicsvideos.blogspot.com/2011/12/julius-sumner-miller-newtons-second-law.html,Success,,
https://betterlesson.com/community/document/36124/character-motivation-graphic-organizer,Success,,
https://betterlesson.com/lesson/resource/3003552/sonnet-worksheet,Success,,
https://bit.ly/1js16eJ,Redirected,URL should be updated to match Redirected URL,https://www.schooltube.com/media/14-Year-Old+Prodigy+Programmer+Dreams+In+Code/1_5d3228or
https://bit.ly/1qhG44V,503,"('Service Unavailable', 'The server cannot process the request due to a high load')",
https://bit.ly/HwlKdf,Redirected,URL should be updated to match Redirected URL,https://www.schooltube.com/media/Types+of+Unemployment/1_ku4u256c
https://bit.ly/I2Qhzn,Redirected,URL should be updated to match Redirected URL,https://www.schooltube.com/media/Consumer+Price+Index/1_5i88lufh
https://bit.ly/oDLEtc,Redirected,URL should be updated to match Redirected URL,https://www.schooltube.com/media/Unit+2+Part+III+Duties+and+Responsibilities/1_ziu8ryis
https://blip.tv/nesn/vince-wilfork-emphasizes-the-importance-of-practice-4540254,Failed,Failed to establish a connection,
https://blog.americanchemistry.com/2015/07/chemicals-in-food-top-chemical-food-myths-debunkednaturally-video/,Success,,
https://blog.kapintdc.com/files/wp/wp-content/uploads/2013/09/BEAT-THE-CLOCK.jpg,Success,,
https://bowenpeters.weebly.com/uploads/8/1/1/9/8119969/writing_process_detailed.pdf,Success,,
https://breakingmuscle.com/video/video-athletic-vs-aesthetic-part-2-endurance-vs-strength,Redirected,URL should be updated to match Redirected URL,https://breakingmuscle.com/fitness/video-athletic-vs-aesthetic-part-2-endurance-vs-strength
https://cdn-media1.teachertube.com/audio604/10398.mp3,Success,,
https://cdn-media1.teachertube.com/mp4video201/21081.mp4,Success,,
https://cdn-media1.teachertube.com/mp4video202/116344.mp4,Success,,
https://cdn-media1.teachertube.com/mp4video604/355050.mp4,Success,,
https://cdn.netsmartz.org/streamingvideo/RealLifeStories-Cyberbullying_YouCantTakeItBack.mp4,Success,,
https://cemc2.math.uwaterloo.ca/mathfrog/english/kidz/div5.shtml,Success,,
https://changingminds.org/disciplines/storytelling/devices/twist_ending.htm,Success,,
https://channel.nationalgeographic.com/videos/trace-evidence/,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.com/tv/
https://chemed.chem.purdue.edu/genchem/topicreview/bp/ch13/unitcell.php,Success,,
https://cimss.ssec.wisc.edu/wxfest/PcpnType/pcpn.html,Success,,
https://classroom.synonym.com/characterization-poetry-1937.html,Redirected,URL should be updated to match Redirected URL,https://penandthepad.com/characterization-poetry-1937.html
https://classroom.synonym.com/examples-main-idea-story-5724.html,Redirected,URL should be updated to match Redirected URL,https://penandthepad.com/examples-main-idea-story-5724.html
https://classroom.synonym.com/understand-narrative-voice-poetry-3286.html,Redirected,URL should be updated to match Redirected URL,https://penandthepad.com/understand-narrative-voice-poetry-3286.html
https://clements.umich.edu/exhibits/online/geometry_of_war/geometry1.php,404,"('Not Found', 'Nothing matches the given URI')",
https://climate.nasa.gov/ClimateTimeMachine/climateTimeMachine.cfm,Redirected,URL should be updated to match Redirected URL,https://climate.nasa.gov/interactives/climate-time-machine/
https://climatekids.nasa.gov/menu/play/,Success,,
https://cloudsovercuba.com/,Failed - https,Failed with https; Successful as http,http://cloudsovercuba.com/
https://cmsfdavis.wikispaces.com/file/view/Aborigines+PowerPoint.pdf,Success,,
https://cnx.org/content/m11649/latest/,Redirected,URL should be updated to match Redirected URL,https://cnx.org/contents/b9f0594e-2995-4ce7-970e-7a17ba38905e@13
https://cnx.org/contents/8bDdDII4@3/Competing-Visions-Federalists-,Success,,
https://cnx.org/contents/_h5IGvLC@10/Dots-Ties-and-Borrowed-Divisio,Success,,
https://constitutioncenter.org/interactive-constitution/amendments/amendment-xii,Redirected,URL should be updated to match Redirected URL,https://constitutioncenter.org/interactive-constitution/amendment/amendment-xii
https://content.edisonlearning.com/suite/ContentServlet?STAGE=PROCESS&ACTION=7&siteID=11883&access=Full%20and%20Modular&sitesection_id=-1&teacher=yes,Failed,Failed to establish a connection,
"https://content.time.com/time/video/player/0,32068,833974025001_2059804,00.html",Success,,
https://criticalthinkeracademy.com/courses/argumentative-essay/lectures/51494,Success,,
https://criticalthinkeracademy.com/courses/argumentative-essay/lectures/51494,Success,,
https://ctle.hccs.edu/gcpass/prepreading/prepreading_topic5.htm,Success,,
https://dai.ly/xbmdzb,Redirected,URL should be updated to match Redirected URL,https://www.dailymotion.com/video/xbmdzb
https://dan-ball.jp/en/javagame/planet/ ,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://dan-ball.jp/en/javagame/planet/
https://davesmey.com/msc1003/special/scales/,Failed - https,Failed with https; Successful as http,http://davesmey.com/msc1003/special/scales/
https://denverartmuseum.org/collections/pre-columbian-art,Redirected,URL should be updated to match Redirected URL,https://denverartmuseum.org/collections/ancient-americas
https://depts.washington.edu/silkroad/exhibit/index.shtml,Success,,
https://developingchild.harvard.edu/resources/inbrief-the-science-of-early-childhood-development/,Success,,
https://dictionary.cambridge.org/us/grammar/british-grammar/suffixes,Success,,
https://discoveringegypt.com/,Success,,
https://discoveringegypt.com/egyptian-hieroglyphic-writing/hieroglyphic-typewriter/,Success,,
https://disneyjunior.disney.com/the-tortoise-and-the-hare-workin-the-hardest,Redirected,URL should be updated to match Redirected URL,https://disneynow.com/all-shows/disney-junior
https://downloads.bbc.co.uk/skillswise/english/en12plan/quiz/en12plan-e3-quiz.pdf,Success,,
https://earth.nullschool.net/,Success,,
https://easyscienceforkids.com/dissolving-video-for-kids/,Success,,
https://easyscienceforkids.com/erosion-quiz-fun-free-interactive-earth-science-quizzes-for-kids/,Success,,
https://easyscienceforkids.com/fun-galileo-galilei-quiz-free-general-knowledge-quiz-for-kids-online/,Success,,
https://easyscienceforkids.com/fun-sir-isaac-newton-quiz-free-interactive-science-quizzes-for-kids/,Success,,
https://ed.ted.com/lessons/a-call-to-invention-diy-speaker-edition-william-gurstelle,Success,,
https://ed.ted.com/lessons/the-punishable-perils-of-plagiarism-melissa-huseman-d-annunzio,Success,,
https://ed.ted.com/lessons/what-s-the-difference-between-a-scientific-law-and-theory-matt-anticole,Success,,
https://ed.ted.com/on/b6v8CZfb,Success,,
https://ed.ted.com/on/rkOn5iW0,Success,,
https://edtech2.boisestate.edu/croninv/502/virtual_field_trip/virtual_fieldtrip.Html,Success,,
https://education.abc.net.au/home#!/media/2198569/,Success,,
https://education.asianart.org/brushpainting/,Redirected,URL should be updated to match Redirected URL,https://education.asianart.org/resources/brushpainting-demonstration-with-artist-kong-pak-yu/
https://education.asianart.org/explore-resources/video/shadow-theater,404,"('Not Found', 'Nothing matches the given URI')",
https://education.asianart.org/explore-resources/video/shadow-theater,404,"('Not Found', 'Nothing matches the given URI')",
https://education.nationalgeographic.org/media/globalcloset/,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.org/education/
https://education.nationalgeographic.org/thisday/jul16/great-schism/,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.org/education/
https://elibrary.sd71.bc.ca/subject_resources/socials/mogolempire.htm,Redirected,URL should be updated to match Redirected URL,https://www.comoxvalleyschools.ca/
https://empiresinhistory.com/,Failed,Failed to establish a connection,
https://en.unesco.org/silkroad/network-silk-road-cities-map-app/en,404,"('Not Found', 'Nothing matches the given URI')",
https://en.writecheck.com/blog/2013/10/16/3-ways-to-avoid-plagiarism-summary-paraphrase-and-quote-video,Redirected,URL should be updated to match Redirected URL,https://www.turnitin.com/products/writecheck
https://en.writecheck.com/blog/2016/2/8/essay-writing-7-rules-to-avoid-repetition,Redirected,URL should be updated to match Redirected URL,https://www.turnitin.com/products/writecheck
https://englishlinx.com/works_cited/#MSWC,Success,,
https://environment.nationalgeographic.com/environment/energy/great-energy-challenge/cars-and-fuel-quiz/?source=gecpartnershowcase,Redirected,URL should be updated to match Redirected URL,https://www.nationalgeographic.com/environment/quizzes/cars-and-energy-quiz-part-1/?source=gecpartnershowcase
https://ereadinggames.com/orpheus/,Success,,
https://esl.fis.edu/grammar/multi/subpred.htm,Failed - https,Failed with https; Successful as http,http://esl.fis.edu/grammar/multi/subpred.htm
https://etc.usf.edu/maps/galleries/us/growthofnation/index.htm,Success,,
https://etcweb.princeton.edu/asianart/timeperiod_china.jsp?ctry=China&pd=Shang|Zhou ,404,"('Not Found', 'Nothing matches the given URI')",
https://europeanexplorers.weebly.com/,Redirected,URL should be updated to match Redirected URL,http://europeanexplorers.weebly.com/
https://exploration.marinersmuseum.org/,Success,,
https://exploration.marinersmuseum.org/type/age-of-discovery/,Success,,
https://explorethemed.com/Crusades.asp?c=1,Failed - https,Failed with https; Successful as http,http://explorethemed.com/Crusades.asp?c=1
https://explorethemed.com/IAIsrael.asp?c=1,Failed - https,Failed with https; Successful as http,http://explorethemed.com/IAIsrael.asp?c=1
https://explorethemed.com/Minoan.asp?c=1,Failed - https,Failed with https; Successful as http,http://explorethemed.com/Minoan.asp?c=1
https://explorethemed.com/Persia.asp,Failed - https,Failed with https; Successful as http,http://explorethemed.com/Persia.asp
https://explorethemed.com/RiseIslam.asp,Failed - https,Failed with https; Successful as http,http://explorethemed.com/RiseIslam.asp
https://explorethemed.com/Saracens.asp?c=1,Failed - https,Failed with https; Successful as http,http://explorethemed.com/Saracens.asp?c=1
https://explorethemed.com/Venice.asp?c=1,Failed - https,Failed with https; Successful as http,http://explorethemed.com/Venice.asp?c=1
https://explorethemed.com/christian.asp,Failed - https,Failed with https; Successful as http,http://explorethemed.com/christian.asp
https://fallaciesfiles.weebly.com/bandwagon-appeal.html,Success,,
https://files.civiced.org/podcasts/60SecondCivics/60SecondCivics-Episode1643.mp3,Success,,
https://flashcardstash.com/lists/56312-forms-of-energy/games/match,Failed - https,Failed with https; Successful as http,http://flashcardstash.com/lists/56312-forms-of-energy/games/match
https://folkmusic.about.com/od/historyoffolk/a/Folk_History.htm,Redirected,URL should be updated to match Redirected URL,https://www.liveabout.com/the-history-of-american-folk-music-1322572
https://freebrainagegames.com/recall.html#,Failed - https,Failed with https; Successful as http,http://freebrainagegames.com/recall.html#
https://freedominthe50states.org/,Redirected,URL should be updated to match Redirected URL,https://www.freedominthe50states.org/
https://freemusicarchive.org/music/The_Music_of_Ancient_Greece/An_Appreciation/,Success,,
https://freeology.com/wp-content/files/cornellnotetaker2.pdf,Success,,
https://freeology.com/wp-content/files/researchnotes.pdf,Success,,
https://funschool.kaboose.com/fun-blaster/baseball/games/games_homerun_derby.html,Failed,Failed to establish a connection,
https://geography.howstuffworks.com/29126-discovery-atlas-australia-revealed-aboriginal-painting-video.htm,Failed,Failed to establish a connection,
https://girls4teaching.com/unit/german-lesson-9-the-seasons-the-months-and-the-days-of-the-week/?id=2401,404,"('Not Found', 'Nothing matches the given URI')",
https://glencoe.mheducation.com/sites/0078298148/student_view0/unit4/assessment.html,Success,,
https://go.hrw.com/eolang/myomed/creating.htm,Failed - https,Failed with https; Successful as http,http://go.hrw.com/eolang/myomed/creating.htm
https://go.owu.edu/~deswartz/363/text_notes/ch04.htm,Success,,
https://grammar.ccc.commnet.edu/grammar/quizzes/nova/nova8.htm,Failed - https,Failed with https; Successful as http,http://grammar.ccc.commnet.edu/grammar/quizzes/nova/nova8.htm
https://grammar.ccc.commnet.edu/grammar/quizzes/runons_quiz.htm,Failed - https,Failed with https; Successful as http,http://grammar.ccc.commnet.edu/grammar/quizzes/runons_quiz.htm
https://grammar.yourdictionary.com/style-and-usage/what-is-included-in-a-biography.html,Success,,
https://guide2office.com/1443/faq-how-to-show-column-a-in-libreoffice-calc/,Success,,
https://gwydir.demon.co.uk/jo/mosaic/index.htm,Failed,Failed to establish a connection,
https://havefunteaching.com/songs/writing-songs/expository-writing-song/,Redirected,URL should be updated to match Redirected URL,https://www.havefunteaching.com/resource/writing/essays/expository-writing-song-audio
https://health.gov/dietaryguidelines/2015/guidelines/executive-summary/,Redirected,URL should be updated to match Redirected URL,https://health.gov/our-work/food-nutrition/2015-2020-dietary-guidelines/guidelines/executive-summary/
https://highered.mcgraw-hill.com/sites/007092242x/student_view0/get_ready_for_grade_912/integers_quiz.html,Redirected,URL should be updated to match Redirected URL,http://highered.mheducation.com/sites/007092242x/student_view0/get_ready_for_grade_912/integers_quiz.html
https://highered.mheducation.com/sites/0073123587/student_view0/chapter9/supporting_details__exercise_1.html,Success,,
https://historicjamestowne.org/visit-virtually/,Success,,
https://history.com/topics/us-politics/democratic-party,Success,,
https://history.com/topics/us-politics/democratic-party,Success,,
https://historyanimated.com/verynewhistorywaranimated/?page_id=13,404,"('Not Found', 'Nothing matches the given URI')",
https://historylink101.com/1/aztec/ancient_aztec.htm,Success,,
https://hkcarms.tripod.com/occ.html,Failed - https,Failed with https; Successful as http,http://hkcarms.tripod.com/occ.html
https://holidays.hobbyloco.com/halloween/logic1.html,Success,,
https://home.freeuk.net/elloughton13/setting.htm,Failed - https,Failed with https; Successful as http,http://home.freeuk.net/elloughton13/setting.htm
https://home.mcafee.com/SafetyQuiz/QuizShopping.aspx?culture=en-US&,Redirected,URL should be updated to match Redirected URL,https://home.mcafee.com/StaticGenericPage.aspx?page=cookienotsupported&url=%2fSafetyQuiz%2fQuizShopping.aspx%3fculture%3den-US%26ctst%3d1
https://homeschoolmathonline.com/how-to-plan-and-write-a-proof/,Redirected,URL should be updated to match Redirected URL,https://tcmathacademy.com/homeschool/
https://homeworktips.about.com/od/computertips/tp/powerpoint.htm,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/make-an-easy-powerpoint-presentation-1856944
https://hubpages.com/literature/Descriptive-Writing-Using-the-five-senses,Success,,
https://hum.lss.wisc.edu/jazz/voice.leading.html,Failed - https,Failed with https; Successful as http,http://hum.lss.wisc.edu/jazz/voice.leading.html
https://humanorigins.si.edu/evidence/behavior/tools/early-tools,Redirected,URL should be updated to match Redirected URL,https://humanorigins.si.edu/evidence/behavior/stone-tools/early-stone-age-tools
https://humanorigins.si.edu/evidence/human-evolution-timeline-interactive,Success,,
https://humanorigins.si.edu/human-characteristics/social,Redirected,URL should be updated to match Redirected URL,https://humanorigins.si.edu/human-characteristics/social-life
https://ia600203.us.archive.org/9/items/badge_courage_librivox/redbadgeofcourage_12_crane.mp3,Success,,
https://ia600307.us.archive.org/30/items/in_flanders_fields/in_flanders_fields_mccrae_gm_64kb.mp3,Success,,
https://ia601609.us.archive.org/13/items/short_story_054_1302_librivox/shortstory054_11_retrievedreformation_wt.mp3,Redirected,URL should be updated to match Redirected URL,https://ia801906.us.archive.org/27/items/short_story_054_1302_librivox/shortstory054_11_retrievedreformation_wt.mp3
https://ia800201.us.archive.org/7/items/little_women_1101_librivox/littlewomen_01_alcott.mp3,Success,,
https://ia800201.us.archive.org/7/items/little_women_1101_librivox/littlewomen_20_alcott.mp3,Success,,
https://ia800205.us.archive.org/25/items/sonnet_43_librivox/sonnet43_browning_apc.mp3,Success,,
https://ia800207.us.archive.org/33/items/jabberwocky_librivox/jabberwocky_carroll_ce.mp3,Success,,
https://ia800300.us.archive.org/20/items/invisibleman_1209_librivox_cb/invisibleman_03_wells.mp3,Success,,
https://ia802700.us.archive.org/35/items/youareold_0807_librivox/youareold_carroll_cb_64kb.mp3,Success,,
https://ielanguages.com/german-verbs-prepositions.html,Success,,
https://igrovoetv.ru/video/ycwf-rrViwpo/-/Bewerbungsschreiben%C2%A0&%20Lebenslauf%20//%20Schreiben%20//%20Deutsch%20//%20Sch%C3%BClerhilfe%20Lernvideo,404,"('Not Found', 'Nothing matches the given URI')",
https://illuminations.nctm.org/ActivityDetail.aspx?ID=6,Success,,
https://image.slidesharecdn.com/3-plagiarism-final-150517183145-lva1-app6892/95/3-plagiarismfinal-9-638.jpg?cb=1431887602,Success,,
https://infamydecember1941.org/pearl-harbor.html,Success,,
https://inspacewetrust.org/en/,Failed - https,Failed with https; Successful as http,http://inspacewetrust.org/en/
https://interactives.ap.org/2016/fidel-castro/,Success,,
https://interletras.com/canticum/eng/index_tecnic_eng.html,Redirected,URL should be updated to match Redirected URL,https://interletras.com/
https://inventors.about.com/od/timelines/a/Eighteenth.htm,Redirected,URL should be updated to match Redirected URL,https://www.thoughtco.com/18th-century-timeline-1992474
https://jeopardylabs.com/play/ratios-unit-rate-and-proportions,Success,,
https://johncage.org/,Success,,
https://johncage.org/indeterminacy.html,Success,,
https://journalism.uoregon.edu/news/six-ways-media-influences-elections/,Success,,
https://kids.nationalgeographic.com/kids/games/actiongames/recycle-roundup/,404,"('Not Found', 'Nothing matches the given URI')",
https://kids.nceas.ucsb.edu/biomes/,Failed - https,Failed with https; Successful as http,http://kids.nceas.ucsb.edu/biomes/
https://kidshealth.org/PageManager.jsp?lic=1&article_set=54403&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/bfs-dsactivity.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59257&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/usmovie.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59295&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/nsmovie.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59297&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/esmovie.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59350&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/ssquiz.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59355&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/esquiz.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59357&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/csquiz.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59359&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/rsquiz.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59360&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/msquiz.html
https://kidshealth.org/PageManager.jsp?lic=1&article_set=59370&cat_id=20607,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/kids/skinquiz.html
https://kidshealth.org/en/kids/earquiz.html,Success,,
https://kidshealth.org/en/kids/nsquiz.html,Success,,
https://kidshealth.org/en/kids/plagiarism.html,Success,,
https://kidshealth.org/en/kids/usquiz.html,Success,,
https://kidshealth.org/en/teens/video-spirometer.html,Success,,
https://kidshealth.org/parent/general/body/overweight_obesity.html,Redirected,URL should be updated to match Redirected URL,https://kidshealth.org/en/parents/overweight-obesity.html
https://laits.utexas.edu/tex/gr/tap4.html,Success,,
https://larryferlazzo.edublogs.org/2012/08/24/the-best-video-collages-of-natural-disasters/,Success,,
https://leah4sci.com/mcat-force-equilibrium-and-free-body-diagrams/,Failed - https,Failed with https; Successful as http,http://leah4sci.com/mcat-force-equilibrium-and-free-body-diagrams/
https://learn.genetics.utah.edu/content/basics/reproduction/,Success,,
https://learnenglishkids.britishcouncil.org/en/short-stories/why-anansi-has-thin-legs?page=19%2C1%2C0%2C0%2C0%2C0,Redirected,URL should be updated to match Redirected URL,https://learnenglishkids.britishcouncil.org/short-stories/why-anansi-has-thin-legs?page=19%2C1%2C0%2C0%2C0%2C0
https://learnenglishteens.britishcouncil.org/exams/speaking-exams/discussion,Success,,
https://learnenglishteens.britishcouncil.org/exams/speaking-exams/oral-presentation,Success,,
https://learning.blogs.nytimes.com/2013/12/13/skills-practice-distinguishing-between-fact-and-opinion/,Success,,
https://learningenglish.voanews.com/audio/1978137.html,Redirected,URL should be updated to match Redirected URL,https://learningenglish.voanews.com/a/1978137.html
https://learningenglish.voanews.com/content/quiz/2628851.html,Redirected,URL should be updated to match Redirected URL,https://learningenglish.voanews.com/a/2628851.html
https://learnzillion.com/lessons/1106-mark-a-poems-rhyme-scheme,Redirected,URL should be updated to match Redirected URL,https://learnzillion.com/lesson_plans/5011-mark-a-poem-s-rhyme-scheme
https://learnzillion.com/lessons/1508-represent-realworld-scenarios-involving-inequalities-with-number-line-representations,Redirected,URL should be updated to match Redirected URL,https://learnzillion.com/lesson_plans/7296-represent-real-world-scenarios-involving-inequalities-with-number-line-representations
https://learnzillion.com/lessons/1701-plot-points-on-a-coordinate-plane,Redirected,URL should be updated to match Redirected URL,https://learnzillion.com/lesson_plans/8441-plot-points-on-a-coordinate-plane
https://learnzillion.com/lessons/1852-gather-information-from-nonfiction-text-features,Redirected,URL should be updated to match Redirected URL,https://learnzillion.com/lesson_plans/5075-gather-information-from-nonfiction-text-features
https://legacy.mos.org/leonardo/,Success,,
https://legacy.mos.org/sln/Leonardo/VisionsoftheFuture.html,404,"('Not Found', 'Nothing matches the given URI')",
https://lh3.ggpht.com/-QCjq0PdBA-Y/T6nvh9YqcqI/AAAAAAAAZuU/2mGT7vB0XNI/Slide1%25255B17%25255D.jpg?imgmax=800,Success,,
https://libguides.gvltec.edu/c.php?g=37373&p=763733,Success,,
https://libguides.libraries.wsu.edu/c.php?g=294153&p=1960861,Success,,
https://library.duke.edu/exhibits/sevenelections/elections/1800/index.html,Success,,
https://library.uta.edu/usmexicowar/,Success,,
https://lingohut.com/en/v72516/spanish-lesson-food-condiments,Redirected,URL should be updated to match Redirected URL,https://www.lingohut.com/en/v72516/spanish-lessons-food-condiments
https://lingohut.com/en/v72821/french-lesson-shopping-clothes,Redirected,URL should be updated to match Redirected URL,https://www.lingohut.com/en/v72821/french-lessons-shopping-clothes
https://listentogenius.com/recordings/MulesMen.mp3,Success,,
https://literarydevices.net/dialogue/,Success,,
https://literarydevices.net/elegy/,Success,,
https://literarydevices.net/folklore/,Success,,
https://literarydevices.net/hyperbole/,Success,,
https://literarydevices.net/inference/,Success,,
https://literarydevices.net/legend/,Success,,
https://literarydevices.net/limerick/,Success,,
https://literarydevices.net/personification/,Success,,
https://literarydevices.net/point-of-view/,Success,,
https://literarydevices.net/repetition/,Success,,
https://literarydevices.net/satire/,Success,,
https://literarydevices.net/theme/,Success,,
https://literaryterms.net/Setting/,Success,,
https://literaryterms.net/flashback-quiz/,Success,,
https://literaryterms.net/foreshadowing-quiz/,Success,,
https://literaryterms.net/satire/,Success,,
https://lizardpoint.com/geography/africa-physical-quiz.php,Success,,
