HTTPS,Result,Details,UpdatedURL
https://an.vp.video.l.google.com/videodownload?version=0,Failed,Failed to establish a connection,
https://aneh.vp.video.l.google.com/videoplayback?id=98e18ffdafe00a69,Failed,Failed to establish a connection,
https://aneh.vp.video.l.google.com/videoplayback?id=babaa4e8d55c0fd6,Failed,Failed to establish a connection,
https://connect.discoveryeducation.com/index.cfm?guidAssetID=002777FA-25A1-4011-931F-63E2910C4515,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=002777fa-25a1-4011-931f-63e2910c4515
https://connect.discoveryeducation.com/index.cfm?guidAssetID=004d623c-1372-4e0b-b40c-11fcbe5a127c,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=004d623c-1372-4e0b-b40c-11fcbe5a127c
https://connect.discoveryeducation.com/index.cfm?guidAssetID=0050D163-702D-471B-AC45-22FE1E74B359,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=0050d163-702d-471b-ac45-22fe1e74b359
https://connect.discoveryeducation.com/index.cfm?guidAssetID=00862BAD-8117-49C1-AD1C-E40A32AB94F0,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=00862bad-8117-49c1-ad1c-e40a32ab94f0
https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=008d3825-30a2-4728-b107-3e764453c444
https://connect.discoveryeducation.com/index.cfm?guidAssetID=00904486-A96C-4FE3-816D-617682135245,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=00904486-a96c-4fe3-816d-617682135245
https://connect.discoveryeducation.com/index.cfm?guidAssetID=00B03819-9CCE-4727-85D0-6DE075B8C8D9,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=00b03819-9cce-4727-85d0-6de075b8c8d9
https://connect.discoveryeducation.com/index.cfm?guidAssetID=00d81342-6794-44ef-9def-1b0f7ef21403,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=00d81342-6794-44ef-9def-1b0f7ef21403
https://connect.discoveryeducation.com/index.cfm?guidAssetID=011d51d4-46f5-4faa-b6b7-ca2c6364bad9,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=011d51d4-46f5-4faa-b6b7-ca2c6364bad9
https://connect.discoveryeducation.com/index.cfm?guidAssetID=01385994-9A6C-41D1-A4C0-C0D10D7FA788,Failed - Bad Syntax,"Failed because of capitalization, spacing, or other bad syntax; Successful as reformatted",https://connect.discoveryeducation.com/index.cfm?&cdPartner=BA34-27GQ&cdUser=26DA-9267&guidAssetID=01385994-9a6c-41d1-a4c0-c0d10d7fa788
