PK_ID,HTTPS
114436,https://an.vp.video.l.google.com/videodownload?version=0
114438,https://aneh.vp.video.l.google.com/videoplayback?id=98e18ffdafe00a69
112521,https://aneh.vp.video.l.google.com/videoplayback?id=babaa4e8d55c0fd6
104872,https://connect.discoveryeducation.com/index.cfm?guidAssetID=002777FA-25A1-4011-931F-63E2910C4515
102089,https://connect.discoveryeducation.com/index.cfm?guidAssetID=004d623c-1372-4e0b-b40c-11fcbe5a127c
113703,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0050D163-702D-471B-AC45-22FE1E74B359
113786,https://connect.discoveryeducation.com/index.cfm?guidAssetID=00862BAD-8117-49C1-AD1C-E40A32AB94F0
66065,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
65970,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
109081,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
109079,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
206801,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
103271,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
103281,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
103282,https://connect.discoveryeducation.com/index.cfm?guidAssetID=008D3825-30A2-4728-B107-3E764453C444
105603,https://connect.discoveryeducation.com/index.cfm?guidAssetID=00904486-A96C-4FE3-816D-617682135245
112453,https://connect.discoveryeducation.com/index.cfm?guidAssetID=00B03819-9CCE-4727-85D0-6DE075B8C8D9
65057,https://connect.discoveryeducation.com/index.cfm?guidAssetID=00d81342-6794-44ef-9def-1b0f7ef21403
114410,https://connect.discoveryeducation.com/index.cfm?guidAssetID=011d51d4-46f5-4faa-b6b7-ca2c6364bad9
104024,https://connect.discoveryeducation.com/index.cfm?guidAssetID=011d51d4-46f5-4faa-b6b7-ca2c6364bad9
105570,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01385994-9A6C-41D1-A4C0-C0D10D7FA788
104878,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01392250-2489-4319-8033-21A62A1945FA
63886,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01392250-2489-4319-8033-21A62A1945FA
112767,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01392250-2489-4319-8033-21A62A1945FA
110617,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0159bd43-43ab-4a69-b8ea-3085da363024
63910,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0187C170-B874-4A8A-B573-01F466A158E2
105305,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01BDCDAA-3C7D-430D-A590-0F2B5F17B68A
105304,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01BDCDAA-3C7D-430D-A590-0F2B5F17B68A
105614,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01EE64D1-3CF8-4ECC-8CFE-49FAEA6AC79C
114133,https://connect.discoveryeducation.com/index.cfm?guidAssetID=01F86F50-051D-4BBB-8B08-823520CC4E3D
110607,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0213280e-2e90-411e-8e25-9ab944f6a3d4
104979,https://connect.discoveryeducation.com/index.cfm?guidAssetID=022ABAF9-E981-41EF-96C2-3891EDC3D083
112612,https://connect.discoveryeducation.com/index.cfm?guidAssetID=022ED1A7-9D2E-4FBD-B770-936004D24F5E
114455,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0234990A-8AA5-48FB-A54D-C74CCCD47A01
112640,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0234990A-8AA5-48FB-A54D-C74CCCD47A01
61766,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0245F8ED-6F96-49DE-B5E9-85329E49E5CE
101112,https://connect.discoveryeducation.com/index.cfm?guidAssetID=026AE1AF-65B3-4C35-9FE6-4B862792C9E7
105415,https://connect.discoveryeducation.com/index.cfm?guidAssetID=02758609-ac1b-4c5f-9d47-02490e333f4c
113782,https://connect.discoveryeducation.com/index.cfm?guidAssetID=02FA5D5D-1704-4DC2-857F-E63AB2289BEE
110100,https://connect.discoveryeducation.com/index.cfm?guidAssetID=02FA5D5D-1704-4DC2-857F-E63AB2289BEE
105104,https://connect.discoveryeducation.com/index.cfm?guidAssetID=02ea5f87-8ce9-430d-9581-7ae1e9904258
62855,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0316BEC7-E741-4B8C-8825-A90B402B50A0
103284,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03183DF9-CD2F-4B3F-8E42-BF3E6F9BCB45
64239,https://connect.discoveryeducation.com/index.cfm?guidAssetID=031D0DD1-79FE-4ECA-8A80-A383C4CE2A5F
63632,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03272be6-e18f-4efa-9309-2e2f3fb43615
114867,https://connect.discoveryeducation.com/index.cfm?guidAssetID=033A77DD-DFBF-4B65-90AB-E2AD4EA2BE06
211883,https://connect.discoveryeducation.com/index.cfm?guidAssetID=036BC73F-689A-42F9-8361-DBC9C2077641
66618,https://connect.discoveryeducation.com/index.cfm?guidAssetID=036BC73F-689A-42F9-8361-DBC9C2077641
66247,https://connect.discoveryeducation.com/index.cfm?guidAssetID=036BC73F-689A-42F9-8361-DBC9C2077641
104948,https://connect.discoveryeducation.com/index.cfm?guidAssetID=0395589D-A58B-4ABF-A81E-523B37F43CC7
61843,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03AB484C-03FD-472F-937D-23478686402D
102427,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03AB484C-03FD-472F-937D-23478686402D
61861,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03AB484C-03FD-472F-937D-23478686402D
61825,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03AB484C-03FD-472F-937D-23478686402D
61054,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03ACE976-4F13-4053-9210-2F7AEACB2651
113698,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03D0AC02-6A89-43B2-A8E7-1559298BAF60
199736,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03D0AC02-6A89-43B2-A8E7-1559298BAF60
60583,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03D3A2AF-50DC-4FF5-81BB-6AF1DA91E5C0
113609,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105380,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105381,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
114496,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105408,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105409,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105378,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
105379,https://connect.discoveryeducation.com/index.cfm?guidAssetID=03EC48AF-6586-428C-BE1E-5CF686B6EF00
